DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
2024-05-10 14:00:00,5063,5225,1303,1098,1118,231,412,1005,58
2024-05-10 15:00:00,5100,5150,1334,953,1262,231,433,876,59
2024-05-10 16:00:00,5139,4957,1325,846,1202,236,423,866,57
2024-05-10 17:00:00,5346,4672,1318,669,1297,248,438,645,56
2024-05-10 18:00:00,5695,4922,1334,472,1910,288,465,396,58
2024-05-10 19:00:00,6165,5082,1339,330,2263,368,582,143,55
2024-05-10 20:00:00,6484,5255,1348,270,2443,482,644,12,53
2024-05-10 21:00:00,6825,5538,1349,322,2801,341,670,0,54
2024-05-10 22:00:00,6488,5357,1347,414,2594,294,652,0,56
2024-05-10 23:00:00,5970,4894,1345,433,2118,300,643,0,56
2024-05-11 00:00:00,5511,4506,1348,438,1704,303,655,0,56
2024-05-11 01:00:00,5260,4755,1349,518,1888,288,658,0,55
2024-05-11 02:00:00,5155,4501,1350,513,1702,241,636,0,57
2024-05-11 03:00:00,5036,4440,1352,503,1663,234,632,0,58
2024-05-11 04:00:00,5058,4571,1360,421,1797,265,670,0,56
2024-05-11 05:00:00,5061,4748,1356,328,2028,295,680,0,57
2024-05-11 06:00:00,4925,4952,1360,322,2242,292,667,11,56
2024-05-11 07:00:00,5228,4574,1356,312,1798,296,640,115,55
2024-05-11 08:00:00,5337,4657,1360,217,1752,247,645,376,58
2024-05-11 09:00:00,5167,4794,1359,126,1788,235,634,590,58
2024-05-11 10:00:00,4989,4717,1359,155,1505,227,607,805,57
2024-05-11 11:00:00,4757,4727,1358,222,1396,212,543,938,57
2024-05-11 12:00:00,4700,4682,1361,256,1294,208,515,987,57
2024-05-11 13:00:00,4717,4585,1361,239,1236,209,529,951,59
2024-05-11 14:00:00,4790,4991,1358,194,1618,212,616,935,57
2024-05-11 15:00:00,4991,5189,1357,175,1932,211,609,850,55
2024-05-11 16:00:00,5331,5090,1359,192,1982,215,608,680,54
2024-05-11 17:00:00,5562,4973,1359,146,2172,217,615,407,54
2024-05-11 18:00:00,5705,5057,1358,286,2246,256,635,225,48
2024-05-11 19:00:00,5965,4680,1360,307,2023,235,625,78,48
2024-05-11 20:00:00,6307,5260,1361,376,2537,286,644,2,54
2024-05-11 21:00:00,6597,5415,1362,359,2684,294,659,0,56
2024-05-11 22:00:00,6177,5093,1362,365,2372,293,645,0,56
2024-05-11 23:00:00,5545,4922,1361,441,2133,288,642,0,57
2024-05-12 00:00:00,5136,4792,1358,642,1803,268,665,0,56
2024-05-12 01:00:00,4863,4698,1360,807,1549,256,670,0,56
2024-05-12 02:00:00,4762,4784,1361,1073,1444,222,629,0,56
2024-05-12 03:00:00,4764,4916,1358,1269,1382,223,627,0,59
2024-05-12 04:00:00,4696,4916,1358,1271,1385,221,625,0,57
2024-05-12 05:00:00,4628,4801,1357,1085,1433,217,651,0,57
2024-05-12 06:00:00,4553,4610,1358,888,1427,218,638,22,57
2024-05-12 07:00:00,4583,4535,1358,779,1407,216,603,113,57
2024-05-12 08:00:00,4694,4569,1361,575,1515,213,607,239,58
2024-05-12 09:00:00,4694,4515,1358,376,1497,205,606,414,57
2024-05-12 10:00:00,4598,4419,1357,301,1321,198,584,598,56
2024-05-12 11:00:00,4519,4201,1360,321,1047,195,530,692,55
2024-05-12 12:00:00,4605,4268,1358,357,987,200,536,773,56
2024-05-12 13:00:00,4441,4232,1355,364,1078,197,529,652,55
2024-05-12 14:00:00,4451,4369,1358,488,1027,196,505,738,56
2024-05-12 15:00:00,4563,4262,1361,542,961,196,534,611,54
2024-05-12 16:00:00,4751,4380,1361,531,1189,197,543,501,55
2024-05-12 17:00:00,5030,4299,1357,468,1294,198,560,362,56
2024-05-12 18:00:00,5183,4536,1358,431,1728,209,552,201,55
2024-05-12 19:00:00,5489,4883,1362,395,2158,224,611,73,57
2024-05-13 01:00:00,4703,4053,1356,326,1447,220,647,0,58
2024-05-13 02:00:00,4655,4052,1360,206,1528,246,656,0,56
2024-05-13 03:00:00,4683,4105,1355,161,1597,261,672,0,57
2024-05-13 04:00:00,4668,4126,1359,212,1580,255,664,0,57
2024-05-13 05:00:00,4814,4183,1360,370,1484,263,649,0,58
2024-05-13 06:00:00,5337,4258,1365,574,1443,217,580,21,58
2024-05-13 07:00:00,5949,4577,1362,473,1797,221,547,118,58
2024-05-13 08:00:00,6196,4778,1361,476,1765,221,548,350,57
2024-05-13 09:00:00,6037,4735,1334,505,1525,217,517,579,57
2024-05-13 10:00:00,5759,4930,1306,495,1452,228,541,847,56
2024-05-13 11:00:00,5562,5606,1322,586,1872,235,588,946,57
2024-05-13 12:00:00,5414,5416,1323,702,1582,215,580,959,51
2024-05-13 13:00:00,5455,5361,1346,755,1388,219,576,1027,48
2024-05-13 14:00:00,5350,5291,1335,686,1408,269,576,965,50
2024-05-13 15:00:00,5324,5074,1334,392,1423,345,588,937,50
2024-05-13 16:00:00,5419,5126,1329,272,1678,420,540,836,49
2024-05-13 17:00:00,5694,5150,1331,231,1740,610,531,657,48
2024-05-13 18:00:00,6128,5179,1354,92,2142,642,555,344,49
2024-05-13 19:00:00,6463,5179,1354,39,2371,667,609,86,48
2024-05-13 20:00:00,6909,5545,1353,68,2737,685,650,2,46
2024-05-13 21:00:00,7033,5784,1358,190,2862,682,643,0,48
2024-05-13 22:00:00,6393,5175,1355,278,2220,661,611,0,49
2024-05-13 23:00:00,5814,5194,1358,369,2108,676,631,0,51
2024-05-14 00:00:00,5453,4970,1364,570,1664,668,658,0,47
2024-05-14 01:00:00,5265,4861,1363,748,1446,633,622,0,49
2024-05-14 02:00:00,5214,4932,1366,794,1450,634,641,0,48
2024-05-14 03:00:00,5035,4936,1366,814,1437,630,640,0,49
2024-05-14 04:00:00,5169,4997,1364,908,1422,633,621,0,50
2024-05-14 05:00:00,5272,5041,1363,928,1444,633,625,0,49
2024-05-14 06:00:00,5593,5083,1367,913,1466,636,616,36,48
2024-05-14 07:00:00,6053,5353,1365,663,1885,643,567,182,48
2024-05-14 08:00:00,6019,5235,1366,274,1884,635,531,493,50
2024-05-14 09:00:00,5739,5089,1330,183,1595,627,521,782,49
2024-05-14 10:00:00,5480,5194,1335,126,1572,623,525,963,49
2024-05-14 11:00:00,5229,5349,1341,115,1593,623,526,1100,49
2024-05-14 12:00:00,5384,5254,1341,159,1412,635,548,1109,48
2024-05-14 13:00:00,5511,5445,1347,250,1590,636,553,1017,48
2024-05-14 14:00:00,5443,5477,1356,373,1565,628,575,930,49
2024-05-14 15:00:00,5475,5491,1325,486,1566,635,519,909,49
2024-05-14 16:00:00,5636,5725,1303,577,1861,634,582,714,49
2024-05-14 17:00:00,5792,5593,1345,582,1809,645,606,556,49
2024-05-14 18:00:00,6186,5942,1315,833,2218,647,570,307,48
2024-05-14 19:00:00,6588,5894,1347,1073,2144,647,535,97,49
2024-05-14 20:00:00,6964,5793,1354,879,2308,652,546,2,48
2024-05-14 21:00:00,7066,5975,1357,765,2462,688,652,0,49
2024-05-14 22:00:00,6501,5840,1354,773,2322,705,638,0,48
2024-05-14 23:00:00,5980,6100,1358,720,2598,712,665,0,49
2024-05-15 00:00:00,5705,5298,1356,568,1966,711,649,0,49
2024-05-15 01:00:00,5422,5064,1364,565,1739,699,652,0,47
2024-05-15 02:00:00,5327,4828,1364,649,1441,678,651,0,46
2024-05-15 03:00:00,5334,4852,1366,760,1435,614,629,0,48
2024-05-15 04:00:00,5267,4777,1367,596,1486,633,649,0,48
2024-05-15 05:00:00,5447,4860,1364,435,1662,655,696,0,44
2024-05-15 06:00:00,5805,5181,1367,363,1945,660,762,42,41
2024-05-15 07:00:00,6309,5518,1368,281,2222,666,786,152,41
2024-05-15 08:00:00,6420,5781,1367,215,2314,697,775,367,44
2024-05-15 09:00:00,6185,5982,1365,309,2118,675,791,680,43
2024-05-15 10:00:00,5969,5721,1363,332,1791,653,706,831,45
2024-05-15 11:00:00,5702,5371,1343,293,1411,618,727,930,44
2024-05-15 12:00:00,5461,5285,1329,210,1309,591,734,1066,43
2024-05-15 13:00:00,5608,5332,1337,173,1412,615,760,986,45
2024-05-15 14:00:00,5596,5292,1342,169,1520,595,750,876,42
2024-05-15 15:00:00,5633,5301,1318,224,1591,638,762,724,44
2024-05-15 16:00:00,5756,5301,1307,258,1692,637,729,635,43
2024-05-15 17:00:00,5955,5614,1337,309,2075,639,739,473,44
2024-05-15 18:00:00,6348,5996,1345,316,2483,648,894,265,45
2024-05-15 19:00:00,6712,6142,1344,319,2810,654,900,70,42
2024-05-15 20:00:00,6916,6096,1352,366,2777,662,888,6,44
2024-05-15 21:00:00,7196,6086,1354,351,2720,689,927,0,44
2024-05-15 22:00:00,6673,5577,1353,258,2330,707,887,0,42
2024-05-15 23:00:00,5987,5397,1352,167,2215,708,911,0,43
2024-05-16 00:00:00,5583,4993,1351,131,1881,698,888,0,45
2024-05-16 01:00:00,5504,4662,1355,108,1614,660,883,0,46
2024-05-16 02:00:00,5367,4611,1359,117,1543,660,887,0,46
2024-05-16 03:00:00,5267,4547,1360,158,1481,615,888,0,47
2024-05-16 04:00:00,5316,4604,1361,189,1507,618,886,0,45
2024-05-16 05:00:00,5331,4608,1363,239,1493,607,864,0,46
2024-05-16 06:00:00,5611,4713,1361,327,1517,638,786,30,47
2024-05-16 07:00:00,6143,5508,1360,285,2162,663,727,259,49
2024-05-16 08:00:00,6110,5605,1360,181,2055,658,727,574,48
2024-05-16 09:00:00,5910,5260,1297,168,1636,648,687,776,47
2024-05-16 10:00:00,5600,5279,1275,113,1554,647,727,909,50
2024-05-16 11:00:00,5442,5334,1324,73,1483,598,744,1069,47
2024-05-16 12:00:00,5431,5145,1275,63,1365,491,759,1147,48
2024-05-16 13:00:00,5528,5070,1300,73,1372,457,770,1046,48
2024-05-16 14:00:00,5414,5009,1293,101,1332,447,761,1025,48
2024-05-16 15:00:00,5530,5259,1309,175,1490,479,788,968,48
2024-05-16 16:00:00,5613,5545,1318,268,1700,645,748,816,49
2024-05-16 23:00:00,6056,5487,1351,405,2126,667,890,0,49
2024-05-17 00:00:00,5663,4990,1356,273,1756,661,897,0,47
2024-05-17 01:00:00,5433,4667,1354,148,1556,653,911,0,45
2024-05-17 02:00:00,5327,4573,1364,103,1513,651,897,0,46
2024-05-17 03:00:00,5319,4528,1365,77,1514,621,902,0,48
2024-05-17 04:00:00,5303,4502,1364,75,1507,614,896,0,47
2024-05-17 05:00:00,5379,4555,1365,120,1522,606,898,0,46
2024-05-17 06:00:00,5628,4674,1368,271,1536,644,800,9,45
2024-05-17 07:00:00,6259,5533,1365,397,2091,654,891,87,46
2024-05-17 08:00:00,6586,5726,1366,424,2111,662,898,216,47
2024-05-17 09:00:00,6536,5789,1331,526,1964,661,884,373,49
2024-05-17 10:00:00,6306,5711,1310,587,1840,648,749,525,47
2024-05-17 11:00:00,6213,5809,1331,421,1967,653,755,628,49
2024-05-17 12:00:00,6014,5556,1298,395,1682,667,796,670,48
2024-05-17 13:00:00,6063,5531,1315,402,1581,585,904,693,50
2024-05-17 14:00:00,6080,5375,1310,361,1566,490,943,653,50
2024-05-17 15:00:00,5910,5233,1303,387,1546,490,933,521,50
2024-05-17 16:00:00,6043,5180,1326,440,1535,454,895,481,49
2024-05-17 20:00:00,6976,5869,1333,470,2445,665,909,0,47
2024-05-17 21:00:00,7106,5812,1332,464,2403,662,903,0,48
2024-05-18 00:00:00,5669,5614,1360,592,2077,667,872,0,49
2024-05-18 01:00:00,5315,4957,1356,591,1904,370,690,0,47
2024-05-18 02:00:00,5226,4378,1365,520,1520,263,663,0,47
2024-05-18 03:00:00,5171,4355,1366,497,1522,266,658,0,46
2024-05-18 04:00:00,5095,4335,1366,475,1522,267,661,0,47
2024-05-18 05:00:00,5120,4476,1367,556,1572,275,657,3,45
2024-05-18 06:00:00,5145,4617,1369,638,1623,283,654,7,43
2024-05-18 07:00:00,5546,5141,1369,565,2074,294,640,156,44
2024-05-18 08:00:00,5721,5197,1374,489,2100,315,661,215,43
2024-05-18 09:00:00,5653,5156,1371,499,1969,307,660,301,42
2024-05-18 10:00:00,5544,5339,1370,600,1881,246,645,554,43
2024-05-18 11:00:00,5304,5268,1368,764,1594,221,626,650,43
2024-05-18 12:00:00,5055,5172,1369,887,1235,222,626,789,43
2024-05-18 13:00:00,5036,5235,1370,763,1268,206,629,957,43
2024-05-18 14:00:00,4856,5123,1368,695,1221,202,629,965,43
2024-05-18 15:00:00,4988,5054,1364,658,1304,221,633,829,45
2024-05-18 16:00:00,5144,5017,1364,642,1363,243,637,721,45
2024-05-18 17:00:00,5423,5335,1363,747,1768,254,645,512,45
2024-05-18 18:00:00,5688,5490,1365,676,2141,297,677,288,46
2024-05-18 19:00:00,5991,5765,1366,682,2589,311,680,84,49
2024-05-18 20:00:00,6146,5594,1363,608,2568,311,683,11,50
2024-05-18 21:00:00,6546,5770,1368,640,2721,307,685,0,49
2024-05-18 22:00:00,6103,5655,1360,620,2648,306,668,0,52
2024-05-18 23:00:00,5628,5786,1368,602,2776,308,680,0,51
2024-05-19 00:00:00,5234,5495,1364,548,2561,296,676,0,52
2024-05-19 01:00:00,5032,4738,1362,444,1924,285,672,0,52
2024-05-19 02:00:00,4787,4292,1359,351,1572,288,670,0,52
2024-05-19 03:00:00,4764,4202,1358,271,1547,292,683,0,52
2024-05-19 04:00:00,4771,4201,1359,205,1592,292,700,0,52
2024-05-19 05:00:00,4598,4237,1360,214,1646,286,676,2,52
2024-05-19 06:00:00,4536,4194,1360,307,1487,264,667,54,52
2024-05-19 07:00:00,4583,4437,1362,300,1639,261,650,171,51
2024-05-19 08:00:00,4627,4291,1174,273,1506,248,656,381,52
2024-05-19 09:00:00,4665,4218,992,251,1492,247,653,532,51
2024-05-19 10:00:00,4502,4249,810,341,1511,243,661,631,49
2024-05-19 11:00:00,4520,4465,690,356,1746,248,665,710,51
2024-05-19 12:00:00,4516,4602,688,416,1815,235,659,739,49
2024-05-19 13:00:00,4434,4545,682,448,1779,234,661,687,52
2024-05-19 14:00:00,4288,4455,682,393,1779,234,646,669,51
2024-05-19 15:00:00,4298,4438,680,389,1788,239,648,643,50
2024-05-19 16:00:00,4444,4308,681,402,1769,246,652,508,50
2024-05-19 17:00:00,4706,4456,681,434,1838,358,648,446,50
2024-05-19 18:00:00,5017,4437,678,482,1823,507,654,240,51
2024-05-19 19:00:00,5404,4716,679,397,2264,523,694,102,50
2024-05-19 20:00:00,5779,5128,679,482,2534,697,667,19,50
2024-05-19 21:00:00,6029,5375,684,762,2553,699,625,0,52
2024-05-19 22:00:00,5628,5200,686,708,2447,699,609,0,52
2024-05-19 23:00:00,5393,5309,686,674,2543,706,648,0,53
2024-05-20 00:00:00,4958,4515,688,623,1828,684,641,0,52
2024-05-20 01:00:00,4725,4047,687,443,1611,689,568,0,51
2024-05-20 02:00:00,4623,3906,688,348,1555,690,577,0,51
2024-05-20 03:00:00,4657,3774,689,312,1476,672,571,0,52
2024-05-20 04:00:00,4712,3785,688,332,1475,663,579,0,51
2024-05-20 05:00:00,4817,3849,690,378,1498,658,573,1,51
2024-05-20 06:00:00,5353,4084,690,524,1490,660,606,60,53
2024-05-20 07:00:00,5945,4548,691,479,1851,657,612,205,52
2024-05-20 08:00:00,6120,4522,688,498,1717,654,547,362,55
2024-05-20 09:00:00,6046,4326,679,610,1296,647,561,476,55
2024-05-20 10:00:00,5860,4933,665,872,1471,640,563,665,55
2024-05-20 11:00:00,5736,4972,668,1017,1283,637,572,738,55
2024-05-20 12:00:00,5691,5214,671,1085,1446,630,566,758,54
2024-05-20 13:00:00,5808,5314,669,1091,1543,639,638,678,53
2024-05-20 14:00:00,5712,5328,657,1066,1575,643,642,689,55
2024-05-20 15:00:00,5845,5136,649,839,1576,643,717,652,55
2024-05-20 16:00:00,5909,5202,661,704,1731,660,812,577,54
2024-05-20 17:00:00,6131,5289,660,566,1968,677,958,402,56
2024-05-20 18:00:00,6298,5125,676,435,2087,662,974,234,52
2024-05-20 19:00:00,6580,5086,675,393,2264,658,979,61,53
2024-05-20 20:00:00,6881,5132,675,385,2362,662,988,5,53
2024-05-20 21:00:00,6980,5174,675,344,2411,682,1009,0,52
2024-05-20 22:00:00,6436,5064,676,332,2326,704,976,0,52
2024-05-20 23:00:00,5900,5246,684,268,2588,703,951,0,53
2024-05-21 00:00:00,5448,5005,685,244,2397,693,933,0,53
2024-05-21 01:00:00,5225,4257,686,250,1699,601,969,0,52
2024-05-21 02:00:00,5169,4122,686,256,1566,609,955,0,51
2024-05-21 03:00:00,5070,4035,688,281,1456,607,950,0,54
2024-05-21 04:00:00,5129,4046,687,268,1475,609,957,0,52
2024-05-21 05:00:00,5152,4092,686,323,1486,599,942,2,53
2024-05-21 06:00:00,5511,4200,687,394,1489,592,923,61,52
2024-05-21 07:00:00,5929,4454,689,440,1567,630,873,197,57
2024-05-21 08:00:00,5861,4769,686,378,1610,636,927,474,55
2024-05-21 09:00:00,5543,4746,663,458,1286,626,865,791,56
2024-05-21 10:00:00,5290,4857,660,553,1157,617,878,933,54
2024-05-21 11:00:00,5076,5051,660,670,1116,617,869,1061,56
2024-05-21 12:00:00,4997,5141,668,720,1084,596,848,1165,56
2024-05-21 13:00:00,5049,5109,683,646,1094,612,864,1152,55
2024-05-21 14:00:00,4979,5210,683,581,1332,601,857,1103,56
2024-05-21 15:00:00,5117,5292,691,615,1409,613,856,1055,55
2024-05-21 16:00:00,5266,5108,691,626,1390,595,835,912,56
2024-05-21 17:00:00,5586,4954,689,643,1451,618,896,600,54
2024-05-21 18:00:00,6025,5293,689,540,2097,629,952,328,54
2024-05-21 19:00:00,6346,5159,691,477,2199,658,1003,76,52
2024-05-21 20:00:00,6525,5150,691,546,2202,660,995,5,50
2024-05-21 21:00:00,6736,5090,690,564,2147,661,975,0,52
2024-05-21 22:00:00,6303,4908,692,471,2047,663,981,0,54
2024-05-21 23:00:00,5701,4803,689,362,2073,648,977,0,53
2024-05-22 00:00:00,5495,4460,689,303,1793,665,959,0,53
2024-05-22 01:00:00,5294,4124,693,296,1525,602,956,0,51
2024-05-22 02:00:00,5190,4050,690,290,1482,589,949,0,50
2024-05-22 03:00:00,5087,4094,694,297,1504,598,951,0,51
2024-05-22 04:00:00,5153,4133,691,307,1503,616,965,0,52
2024-05-22 05:00:00,5170,4162,692,326,1522,613,964,0,48
2024-05-22 06:00:00,5398,4151,693,283,1539,606,970,12,46
2024-05-22 07:00:00,6062,4498,692,280,1759,629,991,94,50
2024-05-22 08:00:00,6501,4650,692,170,1887,641,994,213,52
2024-05-22 09:00:00,6401,4648,666,121,1879,638,951,342,47
2024-05-22 10:00:00,6173,4696,666,174,1614,617,975,602,45
2024-05-22 11:00:00,5973,4753,670,291,1553,631,888,673,46
2024-05-22 12:00:00,5769,4808,666,396,1375,611,882,826,46
2024-05-22 13:00:00,5672,4753,667,500,1199,598,866,871,50
2024-05-22 14:00:00,5522,4590,671,528,1021,582,868,867,51
2024-05-22 15:00:00,5580,4643,667,528,1104,623,866,802,50
2024-05-22 16:00:00,5745,4492,651,414,1227,616,863,672,49
2024-05-22 17:00:00,6023,4719,674,390,1611,622,900,470,50
2024-05-22 18:00:00,6274,4984,672,290,2101,643,991,233,53
2024-05-22 19:00:00,6625,4865,671,180,2225,648,1028,60,50
2024-05-22 20:00:00,6832,5051,672,167,2461,645,1051,4,52
2024-05-22 21:00:00,7042,4858,675,178,2258,675,1020,0,51
2024-05-22 22:00:00,6320,4459,676,159,1992,618,963,0,52
2024-05-22 23:00:00,5864,4362,674,135,1947,620,934,0,52
2024-05-23 00:00:00,5466,4092,678,98,1693,620,952,0,53
2024-05-23 01:00:00,5243,3744,684,69,1720,256,965,0,50
2024-05-23 02:00:00,5153,3508,684,37,1517,257,965,0,49
2024-05-23 03:00:00,5218,3490,685,14,1504,259,977,0,50
2024-05-23 04:00:00,5203,3503,686,18,1515,262,971,0,52
2024-05-23 05:00:00,5253,3536,686,41,1527,259,970,1,51
2024-05-23 06:00:00,5729,3751,687,85,1620,264,1013,33,48
2024-05-23 07:00:00,6299,4202,684,126,1962,267,993,118,51
2024-05-23 08:00:00,6549,4352,685,119,2001,272,982,237,55
2024-05-23 09:00:00,6517,4397,676,131,1971,273,958,331,55
2024-05-23 10:00:00,6359,4407,667,146,1821,272,951,497,53
2024-05-23 11:00:00,6262,4392,677,169,1714,267,929,580,54
2024-05-23 12:00:00,6140,4349,674,197,1590,264,921,644,56
2024-05-23 13:00:00,6055,4273,678,127,1591,261,926,636,51
2024-05-23 14:00:00,5964,4571,679,96,1864,269,980,629,53
2024-05-23 15:00:00,5792,4475,679,120,1730,269,966,656,54
2024-05-23 16:00:00,5862,4479,681,126,1784,261,997,573,53
2024-05-23 17:00:00,6010,4258,679,168,1593,286,1013,462,54
2024-05-23 18:00:00,6206,4475,682,187,1945,294,1024,287,55
2024-05-23 19:00:00,6481,4424,681,146,2109,304,1041,91,51
2024-05-23 20:00:00,6761,4472,682,171,2195,310,1048,13,51
2024-05-23 21:00:00,7016,4593,682,182,2291,315,1068,0,54
2024-05-23 22:00:00,6613,4581,681,258,2217,313,1060,0,52
2024-05-23 23:00:00,5948,4495,681,290,2112,307,1052,0,53
2024-05-24 00:00:00,5614,4475,680,436,1962,306,1040,0,52
2024-05-24 01:00:00,5287,4259,680,635,1652,243,997,0,52
2024-05-24 02:00:00,5214,4471,682,933,1583,240,980,0,53
2024-05-24 03:00:00,5097,4538,682,1238,1401,237,928,0,53
2024-05-24 04:00:00,5135,4585,680,1339,1380,240,893,0,54
2024-05-24 05:00:00,5179,4574,679,1272,1427,241,902,0,55
2024-05-24 06:00:00,5444,4765,683,1295,1589,239,880,24,55
2024-05-24 07:00:00,5999,4992,682,1231,1729,250,873,171,56
2024-05-24 08:00:00,6105,5133,680,919,1900,249,873,452,56
2024-05-24 09:00:00,5977,5273,680,823,1804,247,960,700,57
2024-05-24 10:00:00,5707,5579,682,955,1733,254,1014,883,55
2024-05-24 11:00:00,5586,5708,681,1214,1470,250,1001,1036,53
2024-05-24 12:00:00,5445,6028,685,1355,1548,255,1014,1114,53
2024-05-24 13:00:00,5439,6177,685,1685,1516,257,869,1107,54
2024-05-24 14:00:00,5505,6167,684,1725,1523,261,897,1019,54
2024-05-24 15:00:00,5549,6178,687,1751,1579,263,912,932,52
2024-05-24 16:00:00,5790,6309,684,2011,1575,291,913,780,55
2024-05-24 17:00:00,6094,6152,685,1863,1684,299,1034,529,54
2024-05-24 18:00:00,6253,5836,684,1432,1992,312,1047,314,54
2024-05-24 19:00:00,6555,5293,681,766,2259,315,1059,155,54
2024-05-24 20:00:00,6731,5066,684,514,2419,317,1053,24,54
2024-05-24 21:00:00,6868,5082,684,925,2122,282,1014,0,54
2024-05-24 22:00:00,6343,4997,684,1077,1956,254,972,0,53
2024-05-24 23:00:00,5796,4853,682,878,2018,255,966,0,53
2024-05-25 00:00:00,5433,4701,683,858,1905,252,953,0,51
2024-05-25 01:00:00,5204,4546,683,891,1727,247,943,0,52
2024-05-25 02:00:00,5162,4640,681,1097,1684,241,884,0,51
2024-05-25 03:00:00,5039,4776,682,1315,1648,239,840,0,53
2024-05-25 04:00:00,5042,4694,685,1445,1431,242,839,0,52
2024-05-25 05:00:00,4924,4727,682,1519,1432,243,796,1,54
2024-05-25 06:00:00,4903,4795,682,1420,1496,252,856,37,50
2024-05-25 07:00:00,5064,5110,683,1202,1854,254,878,184,53
2024-05-25 08:00:00,5055,5026,685,1228,1593,248,778,440,52
2024-05-25 09:00:00,5007,5110,686,1146,1623,244,571,788,51
2024-05-25 10:00:00,5007,5573,689,1514,1543,234,603,935,53
2024-05-25 11:00:00,4790,5784,689,1724,1439,240,619,1020,52
2024-05-25 12:00:00,4753,5765,685,1923,1151,237,630,1085,50
2024-05-25 13:00:00,4789,5800,688,1795,1262,239,651,1111,51
2024-05-25 14:00:00,4683,5773,687,1932,1299,233,630,939,52
2024-05-25 15:00:00,4835,5394,687,1608,1324,233,623,867,50
2024-05-25 16:00:00,5029,5598,687,1778,1411,242,722,707,50
2024-05-25 17:00:00,5330,5514,688,1545,1725,249,737,517,49
2024-05-25 18:00:00,5578,5264,687,1250,1963,282,761,266,51
2024-05-25 19:00:00,5848,5055,685,972,2245,288,718,89,53
2024-05-25 20:00:00,6137,4755,685,731,2269,297,714,6,52
2024-05-25 21:00:00,6389,4705,686,822,2144,293,706,0,53
2024-05-25 22:00:00,5972,4486,688,714,2036,288,707,0,52
2024-05-25 23:00:00,5481,4244,686,521,1990,281,713,0,52
2024-05-26 00:00:00,5140,4087,686,526,1851,275,697,0,52
2024-05-26 01:00:00,4843,3911,686,423,1782,273,697,0,51
2024-05-26 02:00:00,4760,3835,688,350,1768,274,705,0,50
2024-05-26 03:00:00,4700,3929,688,405,1784,279,721,0,52
2024-05-26 04:00:00,4686,4025,685,514,1776,280,719,0,51
2024-05-26 05:00:00,4560,4015,685,648,1662,274,693,2,50
2024-05-26 06:00:00,4450,3966,684,764,1505,268,649,43,51
2024-05-26 07:00:00,4320,3890,688,747,1287,270,610,235,51
2024-05-26 08:00:00,4249,4146,687,652,1374,240,598,541,52
2024-05-26 09:00:00,4143,4450,687,647,1380,233,602,847,53
2024-05-26 10:00:00,3920,4550,688,892,1069,231,602,1014,51
2024-05-26 11:00:00,3814,4209,685,705,884,226,598,1056,52
2024-05-26 12:00:00,3749,4304,689,637,971,227,624,1101,52
2024-05-26 13:00:00,3866,4364,686,712,920,227,611,1153,53
2024-05-26 14:00:00,3774,4308,686,666,952,214,614,1125,51
2024-05-26 15:00:00,3963,4267,685,599,1054,215,624,1037,52
2024-05-26 16:00:00,4214,4303,685,680,1145,217,637,886,51
2024-05-26 17:00:00,4683,4268,686,686,1264,223,669,685,52
2024-05-26 18:00:00,5014,4463,688,731,1566,258,803,364,54
2024-05-26 19:00:00,5411,4509,687,834,1683,287,858,106,52
2024-05-26 20:00:00,5752,4760,686,1109,1857,281,768,6,52
2024-05-26 21:00:00,6103,4686,687,1094,1784,282,785,0,53
2024-05-26 22:00:00,5812,4677,684,896,1938,286,819,0,54
2024-05-26 23:00:00,5279,4564,688,639,1967,286,930,0,53
2024-05-27 00:00:00,4870,4249,685,406,1850,280,975,0,53
2024-05-27 01:00:00,4655,3867,685,474,1419,273,965,0,51
2024-05-27 02:00:00,4579,4085,685,696,1412,273,969,0,51
2024-05-27 03:00:00,4562,4262,685,954,1343,269,961,0,51
2024-05-27 04:00:00,4606,4550,686,1338,1284,269,921,0,51
2024-05-27 05:00:00,4758,4563,684,1525,1228,266,805,2,52
2024-05-27 06:00:00,5258,4618,688,1296,1357,272,903,48,53
2024-05-27 07:00:00,5866,5172,686,976,1956,257,1036,204,54
2024-05-27 08:00:00,6043,5304,687,899,1904,276,1031,451,56
2024-05-27 09:00:00,6081,5280,685,1040,1548,251,994,708,52
2024-05-27 10:00:00,5883,5535,684,1220,1513,251,993,820,54
2024-05-27 11:00:00,5768,5623,686,1312,1489,262,961,860,53
2024-05-27 12:00:00,5673,5617,685,1434,1396,256,889,901,52
2024-05-27 13:00:00,5761,5515,685,1200,1581,256,830,907,55
2024-05-27 14:00:00,5770,5440,685,923,1695,271,1029,777,56
2024-05-27 15:00:00,5877,5516,686,789,2070,304,1021,589,56
2024-05-27 16:00:00,5974,5047,683,564,1905,326,1029,481,56
2024-05-27 17:00:00,6136,4950,683,481,1966,350,1046,369,56
2024-05-27 18:00:00,6344,5054,685,452,2232,372,1047,209,56
2024-05-27 19:00:00,6599,4823,684,393,2178,412,1056,44,53
2024-05-27 20:00:00,6779,4792,685,431,2227,371,1023,3,52
2024-05-27 21:00:00,6823,4790,685,447,2225,368,1012,0,53
2024-05-27 22:00:00,6297,4679,688,483,2092,368,999,0,51
