DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
2024-01-01 00:00:00,5338,6223,1396,1115,1409,1434,837,0,31
2024-01-01 01:00:00,5148,5775,1396,1228,870,1420,825,0,31
2024-01-01 02:00:00,4931,5904,1395,1351,868,1424,836,0,31
2024-01-01 03:00:00,4836,5879,1400,1344,837,1424,843,0,32
2024-01-01 04:00:00,4556,5865,1398,992,868,1401,788,0,31
2024-01-01 05:00:00,4791,5842,1398,864,866,1400,788,0,31
2024-01-01 06:00:00,4754,5849,1403,764,889,1393,757,0,31
2024-01-01 07:00:00,4391,5405,1403,745,1131,1401,781,0,31
2024-01-01 08:00:00,4691,5409,1402,645,1277,1401,794,0,31
2024-01-01 09:00:00,4537,5306,1393,419,1215,1310,796,141,31
2024-01-01 10:00:00,4423,5310,1394,355,1024,1378,825,297,31
2024-01-01 11:00:00,4379,5134,1396,329,970,1302,730,375,30
2024-01-01 12:00:00,4542,5129,1395,299,939,1395,728,340,30
2024-01-01 13:00:00,4635,5177,1394,359,945,1410,736,302,30
2024-01-01 14:00:00,4670,5179,1394,414,969,1408,732,229,32
2024-01-01 15:00:00,4820,5510,1396,608,1209,1406,729,129,32
2024-01-01 16:00:00,5201,6514,1395,1005,1907,1418,736,21,32
2024-01-01 17:00:00,5694,7055,1396,1437,2058,1405,726,0,32
2024-01-01 18:00:00,5734,7394,1393,1826,2035,1391,717,0,32
2024-01-01 19:00:00,5734,7513,1396,1859,2085,1414,730,0,32
2024-01-01 20:00:00,5675,7772,1396,2029,2166,1421,724,0,32
2024-01-01 21:00:00,5531,7709,1396,2135,2023,1405,717,0,31
2024-01-01 22:00:00,5263,7612,1397,2109,1920,1427,728,0,31
2024-01-01 23:00:00,4994,7312,1395,2192,1562,1408,722,0,31
2024-01-02 00:00:00,4780,7070,1396,2173,1347,1401,722,0,31
2024-01-02 01:00:00,4626,7100,1397,2102,1527,1347,695,0,31
2024-01-02 02:00:00,4534,6869,1395,1931,1500,1325,694,0,32
2024-01-02 03:00:00,4459,6524,1397,1480,1532,1377,707,0,31
2024-01-02 04:00:00,4488,6156,1396,1025,1532,1363,808,0,32
2024-01-02 05:00:00,4573,5786,1395,645,1481,1406,828,0,32
2024-01-02 06:00:00,4663,5769,1394,504,1611,1406,824,0,32
2024-01-02 07:00:00,4980,5908,1394,367,1908,1419,784,4,32
2024-01-02 08:00:00,5298,6048,1395,230,2206,1432,745,8,32
2024-01-02 09:00:00,5529,6206,1395,249,2205,1436,831,57,32
2024-01-02 10:00:00,5618,6504,1393,133,2438,1469,863,176,32
2024-01-02 11:00:00,5461,6635,1390,136,2424,1416,839,398,30
2024-01-02 12:00:00,5189,6689,1392,357,2072,1431,809,596,31
2024-01-02 13:00:00,5122,6246,1394,195,1944,1363,737,582,30
2024-01-02 14:00:00,5160,6313,1395,291,1976,1419,739,462,30
2024-01-02 15:00:00,5463,6129,1393,232,2045,1469,760,196,30
2024-01-02 16:00:00,5821,6295,1396,262,2242,1492,859,12,30
2024-01-02 17:00:00,6380,6553,1396,306,2450,1493,877,0,31
2024-01-02 18:00:00,6410,6711,1395,276,2658,1483,868,0,31
2024-01-02 19:00:00,6365,6676,1393,215,2662,1497,878,0,31
2024-01-02 20:00:00,6194,6682,1392,325,2589,1473,873,0,31
2024-01-02 21:00:00,5942,6545,1394,420,2402,1443,856,0,30
2024-01-02 22:00:00,5620,6248,1396,438,2097,1427,854,1,32
2024-01-02 23:00:00,5273,6172,1393,488,2013,1403,845,0,31
2024-01-03 00:00:00,4981,5601,1394,502,1449,1379,847,0,31
2024-01-03 01:00:00,4836,5800,1393,529,1545,1437,866,0,31
2024-01-03 02:00:00,4683,5809,1394,609,1520,1407,849,0,30
2024-01-03 03:00:00,4679,5900,1395,598,1595,1419,862,0,31
2024-01-03 04:00:00,4661,5963,1395,648,1603,1421,865,0,30
2024-01-03 05:00:00,4863,6150,1398,941,1571,1375,836,0,31
2024-01-03 06:00:00,5394,6202,1393,1025,1607,1386,757,0,31
2024-01-03 07:00:00,5982,6841,1398,1194,2052,1417,748,0,31
2024-01-03 08:00:00,6528,7253,1397,1167,2351,1431,866,9,30
2024-01-03 09:00:00,6907,7413,1359,1163,2415,1463,891,88,31
2024-01-03 10:00:00,7023,7362,1318,1190,2395,1462,872,94,31
2024-01-03 11:00:00,7077,7767,1338,1490,2476,1476,863,93,30
2024-01-03 12:00:00,7068,7691,1311,1564,2298,1490,868,126,34
2024-01-03 13:00:00,7116,7698,1324,1785,2075,1485,879,110,38
2024-01-03 14:00:00,6913,8183,1340,2137,2291,1450,827,96,41
2024-01-03 15:00:00,6893,8476,1365,2464,2223,1466,857,60,42
2024-01-03 16:00:00,7041,7742,1363,1480,2319,1486,871,11,41
2024-01-03 17:00:00,7239,7831,1363,1480,2492,1487,874,0,39
2024-01-03 18:00:00,7360,8099,1375,1557,2538,1487,880,0,39
2024-01-03 19:00:00,7299,8688,1369,2437,2493,1477,868,0,42
2024-01-03 20:00:00,7011,8506,1368,2305,2432,1482,877,0,42
2024-01-03 21:00:00,6635,8213,1373,2133,2326,1475,863,0,43
2024-01-03 22:00:00,6176,8034,1373,2101,2208,1467,842,0,43
2024-01-03 23:00:00,5804,7930,1371,2090,2121,1467,839,0,43
2024-01-04 00:00:00,5632,7303,1372,2058,1539,1435,856,0,43
2024-01-04 01:00:00,5440,7027,1386,1648,1539,1528,855,0,50
2024-01-04 02:00:00,5353,7035,1391,1648,1539,1530,851,0,50
2024-01-04 03:00:00,5326,7035,1392,1592,1545,1531,851,0,53
2024-01-04 04:00:00,5349,7035,1392,1591,1557,1536,860,0,53
2024-01-04 05:00:00,5483,7035,1392,1525,1542,1537,861,0,53
2024-01-04 06:00:00,5921,7091,1392,1517,1627,1540,856,0,54
2024-01-04 07:00:00,6545,7681,1392,1551,2127,1581,855,0,55
2024-01-04 08:00:00,6922,7828,1387,1649,2212,1582,874,67,57
2024-01-04 09:00:00,6973,8093,1354,1722,2326,1593,876,163,56
2024-01-04 10:00:00,6898,7995,1359,1577,2266,1593,872,272,55
2024-01-04 11:00:00,6859,7887,1369,1433,2233,1590,870,337,54
2024-01-04 12:00:00,6905,7622,1382,1179,2236,1604,876,292,52
2024-01-04 13:00:00,6883,7394,1379,968,2284,1590,866,255,52
2024-01-04 14:00:00,6817,7351,1369,801,2370,1689,899,170,54
2024-01-04 15:00:00,6874,7308,1379,750,2469,1666,877,112,53
2024-01-04 16:00:00,7070,7547,1387,942,2522,1748,871,21,55
2024-01-04 17:00:00,7504,7875,1394,1110,2676,1755,883,0,55
2024-01-04 18:00:00,7519,8404,1398,1515,2803,1757,874,0,56
2024-01-04 19:00:00,7475,8566,1396,2069,2446,1735,865,0,54
2024-01-04 20:00:00,7282,8728,1395,2357,2383,1713,825,0,55
2024-01-04 21:00:00,6976,8315,1394,2254,2256,1615,742,0,54
2024-01-04 22:00:00,6415,8157,1394,1883,2360,1647,820,0,53
2024-01-04 23:00:00,5975,8126,1393,1853,2338,1629,859,0,54
2024-01-05 00:00:00,5683,7456,1394,1721,1693,1712,883,0,54
2024-01-05 01:00:00,5516,7378,1394,1890,1566,1605,869,0,54
2024-01-05 02:00:00,5389,7375,1396,1958,1564,1607,797,0,54
2024-01-05 03:00:00,5327,7175,1394,1770,1565,1626,766,0,55
2024-01-05 04:00:00,5382,7273,1397,1730,1563,1642,887,0,55
2024-01-05 05:00:00,5459,7284,1396,1721,1615,1624,873,0,55
2024-01-05 06:00:00,5920,7368,1395,1773,1719,1589,838,0,54
2024-01-05 07:00:00,6537,7737,1395,1721,2091,1618,858,0,54
2024-01-05 08:00:00,6829,8154,1395,1653,2470,1642,887,51,55
2024-01-05 09:00:00,6806,8255,1386,1696,2374,1620,808,315,54
2024-01-05 10:00:00,6651,8034,1384,1472,2218,1592,718,596,53
2024-01-05 11:00:00,6355,7845,1355,1134,2248,1603,726,724,53
2024-01-05 12:00:00,6195,7606,1368,874,2211,1610,736,751,54
2024-01-05 13:00:00,6223,7303,1372,769,2102,1590,729,687,53
2024-01-05 14:00:00,6436,7232,1380,810,2196,1610,733,451,51
2024-01-05 15:00:00,6692,7154,1385,849,2313,1625,739,187,54
2024-01-05 16:00:00,7099,7394,1388,972,2378,1740,844,15,56
2024-01-05 17:00:00,7692,7609,1390,1173,2446,1734,812,0,53
2024-01-05 18:00:00,7657,7554,1390,936,2650,1734,789,0,53
2024-01-05 19:00:00,7570,7438,1388,690,2692,1740,874,0,55
2024-01-05 20:00:00,7407,7143,1396,371,2704,1738,891,0,42
2024-01-05 21:00:00,6950,6867,1395,258,2529,1762,877,0,46
2024-01-05 22:00:00,6371,6700,1395,291,2498,1629,834,0,53
2024-01-05 23:00:00,5927,6846,1392,418,2487,1647,849,0,53
2024-01-06 00:00:00,5654,6651,1393,765,1823,1775,842,0,53
2024-01-06 01:00:00,5431,6616,1394,1003,1665,1630,873,0,52
2024-01-06 02:00:00,5345,6743,1394,1080,1678,1647,894,0,52
2024-01-06 03:00:00,5275,6842,1393,1242,1645,1634,882,0,52
2024-01-06 04:00:00,5254,6930,1396,1345,1627,1631,879,0,52
2024-01-06 05:00:00,5319,7012,1395,1447,1623,1619,876,0,52
2024-01-06 06:00:00,5478,7147,1397,1539,1709,1601,847,0,54
2024-01-06 07:00:00,5736,7613,1398,1711,2018,1591,841,0,56
2024-01-06 08:00:00,5896,7514,1394,1735,1949,1573,772,34,55
2024-01-06 09:00:00,6000,7327,1380,1458,1970,1609,729,125,55
2024-01-06 10:00:00,5870,7170,1376,1049,2097,1629,740,222,55
2024-01-06 11:00:00,5786,6987,1373,800,2150,1607,734,268,53
2024-01-06 12:00:00,5866,6848,1372,674,2141,1610,741,253,54
2024-01-06 13:00:00,5901,6654,1384,641,2028,1600,739,206,55
2024-01-06 14:00:00,5834,6656,1333,578,2182,1605,763,142,53
2024-01-06 15:00:00,6003,6786,1380,598,2206,1626,869,51,54
2024-01-06 16:00:00,6260,6963,1378,774,2269,1617,867,4,53
2024-01-06 17:00:00,6670,7091,1332,876,2244,1725,859,0,54
2024-01-06 18:00:00,6745,7315,1378,912,2394,1730,849,0,54
2024-01-06 19:00:00,6707,7354,1380,1008,2325,1733,854,0,55
2024-01-06 20:00:00,6593,7397,1391,1085,2290,1732,846,0,54
2024-01-06 21:00:00,6288,7268,1391,1133,2262,1583,845,0,55
2024-01-06 22:00:00,5879,7123,1391,1171,2118,1562,827,0,54
2024-01-06 23:00:00,5537,7079,1385,1115,2061,1615,849,0,54
2024-01-07 00:00:00,5285,6676,1386,1266,1559,1567,844,0,54
2024-01-07 01:00:00,5113,6779,1388,1468,1484,1546,837,0,55
2024-01-07 02:00:00,5031,6855,1391,1625,1468,1541,777,0,53
2024-01-07 03:00:00,4988,6924,1395,1764,1451,1552,706,0,55
2024-01-07 04:00:00,5051,6932,1394,1654,1490,1605,734,0,55
2024-01-07 05:00:00,5106,6957,1393,1540,1519,1608,842,0,56
2024-01-07 06:00:00,5262,6820,1392,1236,1641,1639,858,0,54
2024-01-07 07:00:00,5414,7058,1394,1269,1839,1642,861,0,54
2024-01-07 08:00:00,5643,7368,1388,1097,2282,1666,871,6,55
2024-01-07 09:00:00,5884,7618,1372,1054,2565,1657,863,51,54
2024-01-07 10:00:00,5994,7781,1377,1115,2623,1660,858,93,55
2024-01-07 11:00:00,5980,7847,1339,1176,2586,1664,863,163,54
2024-01-07 12:00:00,6071,8050,1371,1462,2445,1640,855,222,53
2024-01-07 13:00:00,6057,7790,1357,1392,2306,1656,856,168,54
2024-01-07 14:00:00,6010,7525,1363,1244,2244,1669,849,102,52
2024-01-07 15:00:00,6081,7306,1353,925,2322,1721,878,49,54
2024-01-07 16:00:00,6318,7120,1356,718,2358,1743,891,1,53
2024-01-07 17:00:00,6707,7350,1373,594,2668,1774,887,0,53
2024-01-07 18:00:00,6769,7422,1383,595,2775,1770,844,0,54
2024-01-07 19:00:00,6711,7392,1383,563,2769,1774,848,0,54
2024-01-07 20:00:00,6634,7279,1385,551,2684,1771,835,0,53
2024-01-07 21:00:00,6364,7032,1383,629,2478,1639,849,0,54
2024-01-07 22:00:00,5889,6916,1383,801,2258,1601,819,0,54
2024-01-07 23:00:00,5562,6810,1385,1126,1927,1543,775,0,54
2024-01-08 00:00:00,5283,6669,1388,1585,1438,1513,692,0,53
2024-01-08 01:00:00,5147,6824,1397,1757,1326,1578,712,0,55
2024-01-08 02:00:00,5041,7247,1396,2167,1306,1596,726,0,54
2024-01-08 03:00:00,5140,7470,1395,2232,1416,1630,741,0,56
2024-01-08 04:00:00,5251,7732,1393,2363,1486,1614,819,0,56
2024-01-08 05:00:00,5604,7791,1394,2404,1489,1610,837,0,55
2024-01-08 06:00:00,6355,7949,1395,2447,1608,1654,789,0,55
2024-01-08 07:00:00,7283,8405,1393,2430,1985,1755,786,0,54
2024-01-08 08:00:00,7894,8940,1393,2472,2350,1768,895,4,56
2024-01-08 09:00:00,8305,8962,1368,2433,2363,1792,911,33,57
2024-01-08 10:00:00,8237,9142,1371,2417,2484,1837,902,73,57
2024-01-08 11:00:00,8199,9000,1347,2430,2350,1835,872,111,54
2024-01-08 12:00:00,8157,8943,1323,2455,2298,1837,862,111,56
2024-01-08 13:00:00,8281,8881,1376,2385,2244,1834,886,102,53
2024-01-08 14:00:00,8052,8835,1350,2386,2284,1826,863,70,55
2024-01-08 15:00:00,7894,8740,1376,2298,2268,1826,887,27,56
2024-01-08 16:00:00,8040,8749,1337,2314,2316,1839,883,2,56
2024-01-08 17:00:00,8366,8834,1360,2305,2379,1850,884,0,55
2024-01-08 18:00:00,8285,8984,1381,2296,2537,1850,866,0,54
2024-01-08 19:00:00,8190,8959,1377,2292,2502,1854,881,0,54
2024-01-08 20:00:00,8037,9029,1374,2260,2573,1852,916,0,53
2024-01-08 21:00:00,7612,8905,1371,2207,2508,1856,905,0,53
2024-01-08 22:00:00,7029,8753,1371,2199,2406,1855,866,0,54
2024-01-08 23:00:00,6456,8443,1372,2164,2241,1747,864,0,53
2024-01-09 00:00:00,6330,8376,1375,2158,2021,1854,916,0,53
2024-01-09 01:00:00,6073,7881,1372,2136,1662,1773,883,0,53
2024-01-09 02:00:00,5906,7794,1388,2038,1653,1777,885,0,52
2024-01-09 03:00:00,5921,7726,1389,1964,1644,1794,880,0,54
2024-01-09 04:00:00,5987,7702,1389,1921,1651,1798,887,0,55
2024-01-09 05:00:00,6153,7607,1391,1800,1663,1809,889,0,54
2024-01-09 06:00:00,6711,7834,1390,2038,1695,1798,856,0,56
2024-01-09 07:00:00,7556,8450,1390,2101,2104,1896,900,0,56
2024-01-09 08:00:00,8121,8720,1390,2077,2386,1900,900,9,56
2024-01-09 09:00:00,8238,8879,1382,2096,2466,1891,889,98,56
2024-01-09 10:00:00,8325,8941,1370,2076,2518,1879,883,159,54
2024-01-09 11:00:00,8171,8977,1370,2212,2344,1894,866,237,52
2024-01-09 12:00:00,8198,8949,1351,2239,2261,1881,880,283,52
2024-01-09 13:00:00,8120,8828,1364,2271,2118,1860,881,290,42
2024-01-09 14:00:00,8030,8743,1366,2320,2066,1863,857,217,52
2024-01-09 15:00:00,7969,8685,1364,2264,2136,1876,887,99,57
2024-01-09 16:00:00,8123,8770,1384,2290,2243,1876,907,14,56
2024-01-09 17:00:00,8529,8844,1391,2321,2296,1885,894,0,56
2024-01-09 18:00:00,8526,9061,1391,2348,2478,1896,890,0,57
2024-01-09 19:00:00,8380,9057,1389,2323,2500,1899,888,0,56
2024-01-09 20:00:00,8146,8964,1391,2264,2469,1899,885,0,54
2024-01-09 21:00:00,7695,8661,1390,2177,2285,1899,856,0,53
2024-01-09 22:00:00,7040,8414,1390,2064,2165,1888,856,0,52
2024-01-09 23:00:00,6539,8223,1391,1966,2065,1872,877,0,52
2024-01-10 00:00:00,6359,7912,1391,1977,1755,1867,874,0,48
2024-01-10 01:00:00,6203,7356,1392,1789,1359,1866,904,0,47
2024-01-10 02:00:00,6148,7264,1394,1695,1354,1856,910,0,54
2024-01-10 03:00:00,6074,7207,1390,1641,1363,1849,908,0,55
2024-01-10 04:00:00,6177,7077,1391,1590,1327,1844,869,0,56
2024-01-10 05:00:00,6390,6964,1389,1455,1341,1855,871,0,55
2024-01-10 06:00:00,7114,6963,1391,1359,1418,1862,877,0,55
2024-01-10 07:00:00,7981,7502,1390,1416,1893,1865,878,0,55
2024-01-10 08:00:00,8409,7591,1387,1381,1945,1863,897,60,56
2024-01-10 09:00:00,8352,7567,1361,1038,2049,1868,918,274,56
2024-01-10 10:00:00,8077,7638,1341,799,2108,1885,954,492,58
2024-01-10 11:00:00,7812,7655,1350,901,1938,1843,919,643,57
2024-01-10 12:00:00,7635,7294,1346,784,1742,1742,889,732,56
2024-01-10 13:00:00,7661,7173,1360,833,1618,1642,941,723,54
2024-01-10 14:00:00,7585,7164,1356,1007,1612,1614,964,557,51
2024-01-10 15:00:00,7733,7228,1367,1060,1653,1849,987,252,55
2024-01-10 16:00:00,7998,7336,1373,1342,1694,1850,988,32,56
2024-01-10 17:00:00,8511,7533,1368,1673,1659,1857,920,0,57
2024-01-10 18:00:00,8498,7699,1376,1638,1835,1858,931,0,57
2024-01-10 19:00:00,8450,7595,1374,1419,1941,1857,944,0,58
2024-01-10 20:00:00,8196,7626,1385,1645,1769,1856,914,0,55
2024-01-10 21:00:00,7702,7512,1387,1516,1793,1852,909,0,56
2024-01-10 22:00:00,7144,7342,1388,1461,1687,1847,903,0,57
2024-01-10 23:00:00,6661,7103,1389,1242,1634,1851,929,2,56
2024-01-11 00:00:00,6371,6652,1388,1015,1394,1851,949,0,56
2024-01-11 01:00:00,6238,6639,1387,1034,1363,1852,949,0,53
2024-01-11 02:00:00,6137,6605,1390,1020,1349,1851,939,0,56
2024-01-11 03:00:00,6000,6644,1391,1098,1313,1851,934,0,58
2024-01-11 04:00:00,6218,6534,1394,1044,1264,1845,930,0,57
2024-01-11 05:00:00,6445,6486,1394,977,1269,1852,940,0,55
2024-01-11 06:00:00,7170,6527,1392,908,1370,1852,949,0,55
2024-01-11 07:00:00,7935,7077,1391,991,1822,1861,952,0,58
2024-01-11 08:00:00,8481,7322,1391,1016,1981,1854,952,70,55
2024-01-11 09:00:00,8382,7355,1308,733,2116,1850,950,340,56
2024-01-11 10:00:00,8048,7355,1330,679,1948,1845,915,580,55
2024-01-11 11:00:00,7753,7352,1358,840,1629,1843,918,709,55
2024-01-11 12:00:00,7610,7485,1331,983,1613,1837,921,745,54
2024-01-11 13:00:00,7586,7506,1360,1141,1480,1838,922,708,55
2024-01-11 14:00:00,7612,7668,1297,1298,1710,1833,934,544,50
2024-01-11 15:00:00,7704,7556,1343,1339,1784,1836,937,267,50
2024-01-11 16:00:00,8003,7583,1316,1587,1803,1835,942,44,56
2024-01-11 17:00:00,8413,7738,1357,1790,1753,1844,933,0,58
2024-01-11 18:00:00,8500,8028,1380,1691,2088,1852,958,0,58
2024-01-11 19:00:00,8357,8134,1384,1630,2079,1870,1112,0,58
2024-01-11 20:00:00,8165,8180,1386,1700,2140,1870,1025,0,58
2024-01-11 21:00:00,7662,7946,1387,1785,1922,1850,947,0,54
2024-01-11 22:00:00,7170,7607,1387,1723,1676,1847,920,0,55
2024-01-11 23:00:00,6631,7399,1386,1644,1564,1844,906,0,56
2024-01-12 00:00:00,6410,6914,1392,1469,1234,1841,921,0,57
2024-01-12 01:00:00,6186,6551,1393,1148,1181,1843,929,0,57
2024-01-12 02:00:00,6034,6501,1394,815,1396,1854,984,0,57
2024-01-12 03:00:00,6012,6603,1400,789,1534,1856,967,0,57
2024-01-12 04:00:00,6067,6831,1398,981,1598,1856,941,0,56
2024-01-12 05:00:00,6444,6807,1397,1076,1457,1866,954,0,56
2024-01-12 06:00:00,7001,6848,1396,1174,1421,1850,950,0,56
2024-01-12 07:00:00,7843,7467,1394,1282,1852,1859,1018,0,56
2024-01-12 08:00:00,8380,7891,1395,1284,2235,1874,1029,19,56
2024-01-12 09:00:00,8478,8133,1306,1439,2342,1866,1031,91,57
2024-01-12 10:00:00,8464,8530,1335,1643,2359,1877,1065,190,58
2024-01-12 11:00:00,8275,8653,1358,1823,2203,1895,1065,252,56
2024-01-12 12:00:00,8045,8421,1349,1671,2097,1871,1062,312,56
2024-01-12 13:00:00,8135,8286,1364,1569,2087,1871,1025,311,57
2024-01-12 14:00:00,8031,8124,1373,1547,2104,1857,988,195,58
2024-01-12 15:00:00,7975,7990,1381,1568,2067,1848,955,112,58
2024-01-12 16:00:00,8057,7527,1384,1348,1890,1843,960,43,59
2024-01-12 17:00:00,8603,7347,1379,977,2081,1862,1002,0,61
2024-01-12 18:00:00,8511,7325,1382,700,2314,1864,1003,0,61
2024-01-12 19:00:00,8345,7027,1385,479,2204,1897,1000,0,61
2024-01-12 20:00:00,8178,7487,1387,1046,2290,1868,984,0,59
2024-01-12 21:00:00,7753,7361,1390,1088,2112,1868,956,0,58
2024-01-12 22:00:00,7047,7030,1390,1086,1969,1856,938,0,58
2024-01-12 23:00:00,6633,6268,1403,32,1932,1898,944,0,60
2024-01-13 00:00:00,6545,6019,1396,41,1699,1891,932,0,60
2024-01-13 01:00:00,6219,5730,1399,73,1368,1889,941,0,60
2024-01-13 02:00:00,6110,5735,1398,154,1283,1878,964,0,59
2024-01-13 03:00:00,6031,5838,1396,263,1278,1872,969,0,60
2024-01-13 04:00:00,6049,5928,1397,346,1286,1874,967,0,60
2024-01-13 05:00:00,6092,6065,1399,508,1281,1871,947,0,61
2024-01-13 06:00:00,6370,6240,1401,725,1267,1865,923,0,60
2024-01-13 07:00:00,6729,6499,1400,886,1367,1858,926,0,61
2024-01-13 08:00:00,7163,7246,1397,1134,1838,1863,907,46,60
2024-01-13 09:00:00,7461,7706,1400,1289,1959,1866,919,213,59
2024-01-13 10:00:00,7397,8138,1400,1539,1959,1848,921,408,58
2024-01-13 11:00:00,7145,8089,1400,1503,1815,1842,931,537,60
2024-01-13 12:00:00,7036,8151,1400,1561,1805,1834,928,562,60
2024-01-13 13:00:00,6998,7822,1398,1393,1672,1836,949,511,59
2024-01-13 14:00:00,6986,7557,1402,1240,1680,1838,948,390,58
2024-01-13 15:00:00,7161,7354,1401,1226,1668,1845,955,197,59
2024-01-13 16:00:00,7429,7304,1400,1097,1905,1851,960,29,59
2024-01-13 17:00:00,7918,7398,1400,1102,1927,1873,1031,0,61
2024-01-13 18:00:00,7954,7699,1399,1025,2263,1886,1066,0,60
2024-01-13 19:00:00,7762,7463,1400,1094,2026,1870,1011,0,62
2024-01-13 20:00:00,7595,7557,1400,1322,1963,1863,947,0,61
2024-01-13 21:00:00,7183,7418,1402,1271,1891,1860,933,0,60
2024-01-13 22:00:00,6727,7133,1398,1166,1796,1858,855,0,60
2024-01-13 23:00:00,6293,6997,1396,1029,1781,1857,874,0,61
2024-01-14 00:00:00,5986,6699,1396,1050,1482,1859,852,0,60
2024-01-14 01:00:00,5820,6754,1396,1102,1485,1852,859,0,60
2024-01-14 02:00:00,5733,6609,1399,1107,1309,1851,884,0,60
2024-01-14 03:00:00,5725,6615,1400,1139,1294,1849,873,0,60
2024-01-14 04:00:00,5620,6774,1401,1166,1415,1860,871,0,60
2024-01-14 05:00:00,5733,6944,1401,1248,1507,1857,871,0,60
2024-01-14 06:00:00,5875,7009,1399,1285,1556,1858,850,0,60
2024-01-14 07:00:00,6147,7421,1401,1406,1838,1859,855,0,60
2024-01-14 08:00:00,6373,8032,1400,1636,2075,1858,940,61,61
2024-01-14 09:00:00,6430,7999,1396,1720,1905,1831,853,233,60
2024-01-14 10:00:00,6231,8308,1400,1926,1806,1813,834,468,59
2024-01-14 11:00:00,6137,8174,1401,1981,1561,1807,798,563,62
2024-01-14 12:00:00,6064,8217,1397,1899,1646,1800,838,575,60
2024-01-14 13:00:00,6091,7800,1399,1648,1473,1800,872,544,60
2024-01-14 14:00:00,6026,7481,1401,1490,1461,1797,853,418,59
2024-01-14 15:00:00,6278,7236,1398,1387,1514,1802,868,206,59
2024-01-14 16:00:00,6681,7228,1399,1310,1682,1826,925,25,60
2024-01-14 17:00:00,7207,7378,1399,1324,1788,1835,971,0,60
2024-01-14 18:00:00,7294,7838,1399,1197,2348,1860,973,0,62
2024-01-14 19:00:00,7260,7881,1399,1167,2425,1859,971,0,60
2024-01-14 20:00:00,7116,7744,1400,1161,2394,1850,879,0,60
2024-01-14 21:00:00,6828,7699,1401,1133,2371,1852,879,0,61
2024-01-14 22:00:00,6336,7352,1398,1030,2194,1837,835,0,59
2024-01-14 23:00:00,5986,7069,1402,940,1979,1838,851,0,59
2024-01-15 00:00:00,5732,6573,1399,835,1583,1839,857,0,59
2024-01-15 01:00:00,5668,6508,1400,762,1574,1841,871,0,58
2024-01-15 02:00:00,5527,6481,1399,762,1560,1839,865,0,57
2024-01-15 03:00:00,5490,6377,1401,729,1501,1832,857,0,58
2024-01-15 04:00:00,5577,6311,1401,716,1421,1833,881,0,58
2024-01-15 05:00:00,6012,6447,1399,734,1514,1840,900,0,58
2024-01-15 06:00:00,6823,6531,1400,637,1699,1850,886,0,60
2024-01-15 07:00:00,7764,7369,1399,765,2378,1851,909,1,60
2024-01-15 08:00:00,8274,7634,1398,805,2538,1859,900,71,60
2024-01-15 09:00:00,8314,7612,1323,776,2453,1860,875,259,62
2024-01-15 10:00:00,8218,7427,1299,541,2432,1850,869,374,62
2024-01-15 11:00:00,8087,7380,1345,560,2364,1848,866,334,62
2024-01-15 12:00:00,8065,7445,1325,665,2322,1863,894,314,61
2024-01-15 13:00:00,8063,7370,1350,840,2122,1861,871,266,59
2024-01-15 14:00:00,8001,7540,1317,1085,2193,1858,859,164,59
2024-01-15 15:00:00,7927,7507,1358,1185,2100,1846,864,90,60
2024-01-15 16:00:00,7906,7611,1343,1508,1960,1856,861,20,61
2024-01-15 17:00:00,8368,7754,1348,1477,2143,1860,865,0,60
2024-01-15 18:00:00,8367,8053,1374,1383,2483,1859,894,0,59
2024-01-15 19:00:00,8227,7901,1375,1149,2543,1854,916,0,60
2024-01-15 20:00:00,8022,7914,1386,1148,2550,1854,916,0,59
2024-01-15 21:00:00,7551,7705,1389,1376,2187,1835,858,0,60
2024-01-15 22:00:00,6936,7505,1388,1427,1969,1814,846,0,60
2024-01-15 23:00:00,6520,7336,1392,1416,1774,1828,866,0,60
2024-01-16 00:00:00,6265,6900,1392,1368,1408,1815,858,0,58
2024-01-16 01:00:00,6079,6768,1391,1475,1294,1709,841,0,59
2024-01-16 02:00:00,5948,6637,1398,1306,1308,1719,848,0,59
2024-01-16 03:00:00,5834,6279,1399,927,1305,1735,853,0,60
2024-01-16 04:00:00,5920,6435,1399,969,1361,1744,902,0,60
2024-01-16 05:00:00,6118,6364,1401,789,1406,1789,915,0,60
2024-01-16 06:00:00,6824,6446,1402,717,1604,1780,882,0,62
2024-01-16 07:00:00,7634,7258,1404,683,2354,1849,902,0,62
2024-01-16 08:00:00,8245,7619,1399,673,2670,1857,905,52,62
2024-01-16 09:00:00,8324,7538,1401,674,2523,1847,877,154,59
2024-01-16 10:00:00,7996,7583,1402,517,2568,1849,879,308,59
2024-01-16 11:00:00,7545,7293,1400,540,2127,1852,747,566,59
2024-01-16 12:00:00,7319,7186,1398,604,1917,1829,749,629,56
2024-01-16 13:00:00,7270,7158,1400,708,1822,1817,722,630,59
2024-01-16 14:00:00,7244,7124,1398,820,1745,1808,742,549,58
2024-01-16 15:00:00,7483,6971,1400,832,1796,1819,774,287,58
2024-01-16 16:00:00,7765,7026,1402,953,1907,1818,832,53,60
2024-01-16 17:00:00,8285,7089,1400,798,2114,1824,891,0,61
2024-01-16 18:00:00,8394,7280,1398,586,2376,1846,1012,0,61
2024-01-16 19:00:00,8323,7272,1396,371,2499,1851,1092,0,61
